mes_ano,uf,regiao,preco_medio_gasolina_c,previsao_flaml,erro,erro_absoluto
2025-03-01,DF,CENTRO OESTE,6.59,6.571412030201024,0.01858796979897548,0.01858796979897548
2024-11-01,SP,SUDESTE,5.94,5.92146156282925,0.018538437170750655,0.018538437170750655
2022-04-01,TO,NORTE,7.495,7.4768736901489925,0.018126309851007605,0.018126309851007605
2025-09-01,GO,CENTRO OESTE,6.23,6.211981938415703,0.018018061584297307,0.018018061584297307
2021-11-01,PI,NORDESTE,7.132,7.149771917743122,-0.017771917743122145,0.017771917743122145
2025-05-01,MA,NORDESTE,5.95,5.967079467590067,-0.017079467590066955,0.017079467590066955
2023-07-01,RR,NORTE,5.93,5.946805265144901,-0.016805265144901327,0.016805265144901327
2024-07-01,PB,NORDESTE,6.01,5.993334070803791,0.016665929196208573,0.016665929196208573
2021-12-01,AC,NORTE,7.044,7.060632761651852,-0.016632761651852235,0.016632761651852235
2024-06-01,RJ,SUDESTE,5.78,5.795663932472597,-0.015663932472596898,0.015663932472596898
2024-02-01,MS,CENTRO OESTE,5.58,5.5953686574721315,-0.015368657472131453,0.015368657472131453
2024-02-01,ES,SUDESTE,5.8,5.815066758748774,-0.015066758748774056,0.015066758748774056
2024-10-01,PB,NORDESTE,6.02,6.0349786549888265,-0.01497865498882689,0.01497865498882689
2025-09-01,RS,SUL,6.1,6.085067709740529,0.014932290259470626,0.014932290259470626
2024-11-01,SE,NORDESTE,6.08,6.094666249689075,-0.014666249689074817,0.014666249689074817
2025-10-01,MT,CENTRO OESTE,6.32,6.305399053546405,0.01460094645359522,0.01460094645359522
2021-08-01,RJ,SUDESTE,6.454,6.46846258895764,-0.014462588957639966,0.014462588957639966
2024-05-01,CE,NORDESTE,5.91,5.924184387999629,-0.014184387999629067,0.014184387999629067
2024-11-01,MT,CENTRO OESTE,6.11,6.1240585292081295,-0.014058529208129222,0.014058529208129222
2025-03-01,RJ,SUDESTE,6.2,6.186072479706491,0.01392752029350941,0.01392752029350941
2022-02-01,PB,NORDESTE,6.455,6.441496855201449,0.01350314479855097,0.01350314479855097
2023-07-01,MG,SUDESTE,5.36,5.346498402842565,0.013501597157435263,0.013501597157435263
2023-01-01,SC,SUL,5.18,5.1665743397016755,0.01342566029832426,0.01342566029832426
2024-04-01,GO,CENTRO OESTE,5.86,5.873173100239491,-0.013173100239490587,0.013173100239490587
