mes_ano,uf,preco_medio_etanol_hidratado,preco_medio_gasolina_c,volume_etanol_hidratado_m3,volume_gasolina_c_m3,uf_nome,regiao,volume_total_analisado_m3,participacao_etanol,razao_etanol_gasolina,preco_relativo_etanol_gasolina,variacao_preco_gasolina_c,variacao_volume_gasolina_c,ano,mes
2022-10-01,DF,3.64,5.0,9824.13,93229.255,DISTRITO FEDERAL,CENTRO OESTE,103053.38500000001,0.09533049302553233,0.10537604317443058,0.728,0.02249488752556239,0.01604515186852229,2022,10
2022-11-01,DF,3.98,5.16,8546.5,87926.5,DISTRITO FEDERAL,CENTRO OESTE,96473.0,0.08858955355384408,0.09720050269258983,0.7713178294573643,0.03200000000000003,-0.05687865895742705,2022,11
2022-12-01,DF,4.02,5.06,8290.267,100367.87,DISTRITO FEDERAL,CENTRO OESTE,108658.13699999999,0.07629678944338979,0.0825988137438804,0.7944664031620553,-0.019379844961240456,0.141497387022115,2022,12
2023-01-01,DF,3.97,4.94,5584.0,82369.0,DISTRITO FEDERAL,CENTRO OESTE,87953.0,0.06348845406069151,0.06779249474923818,0.8036437246963563,-0.02371541501976271,-0.17932900239887517,2023,1
2023-02-01,DF,3.89,4.88,6311.0,86500.0,DISTRITO FEDERAL,CENTRO OESTE,92811.0,0.06799840536143345,0.07295953757225433,0.7971311475409837,-0.012145748987854366,0.050152363146329426,2023,2
2023-03-01,DF,4.03,5.51,11126.5,93329.5,DISTRITO FEDERAL,CENTRO OESTE,104456.0,0.10651853411962932,0.1192173964287819,0.7313974591651543,0.12909836065573765,0.07895375722543352,2023,3
2023-04-01,DF,4.05,5.58,10907.5,87486.169,DISTRITO FEDERAL,CENTRO OESTE,98393.669,0.11085570962904129,0.12467685034876771,0.7258064516129031,0.012704174228675091,-0.062609689326526,2023,4
2023-05-01,DF,4.0,5.46,10966.0,97308.5,DISTRITO FEDERAL,CENTRO OESTE,108274.5,0.10127961800793354,0.11269313574867561,0.7326007326007326,-0.021505376344086002,0.11227295825469286,2023,5
2023-06-01,DF,3.83,5.42,13108.0,90091.25,DISTRITO FEDERAL,CENTRO OESTE,103199.25,0.12701642696046725,0.14549692672706838,0.7066420664206642,-0.0073260073260073,-0.07416875195897588,2023,6
2023-07-01,DF,3.85,5.55,12085.7,85745.9,DISTRITO FEDERAL,CENTRO OESTE,97831.59999999999,0.12353574918533482,0.1409478470690727,0.6936936936936937,0.023985239852398532,-0.048232764003163564,2023,7
2023-08-01,DF,3.72,5.58,19321.1,89606.0,DISTRITO FEDERAL,CENTRO OESTE,108927.1,0.17737642882257948,0.21562283775640023,0.6666666666666667,0.00540540540540535,0.045017895899395866,2023,8
2023-09-01,DF,3.81,5.76,22618.9,85377.3,DISTRITO FEDERAL,CENTRO OESTE,107996.20000000001,0.20944162850174358,0.26492873398432604,0.6614583333333334,0.032258064516129004,-0.047192152311229085,2023,9
2023-10-01,DF,3.67,5.61,23834.9,87050.801,DISTRITO FEDERAL,CENTRO OESTE,110885.701,0.2149501674701953,0.2738044880253313,0.6541889483065954,-0.02604166666666663,0.019601240610794823,2023,10
2023-11-01,DF,3.61,5.52,24109.7,83581.9,DISTRITO FEDERAL,CENTRO OESTE,107691.59999999999,0.22387725690768828,0.2884559934626995,0.6539855072463768,-0.016042780748663277,-0.03984915658616417,2023,11
2023-12-01,DF,3.59,5.54,27759.2,88125.437,DISTRITO FEDERAL,CENTRO OESTE,115884.637,0.23954167453620276,0.3149964521594372,0.648014440433213,0.0036231884057971175,0.05436029810281906,2023,12
2024-01-01,DF,3.46,5.45,25894.6,72615.4,DISTRITO FEDERAL,CENTRO OESTE,98510.0,0.2628626535377119,0.3565992888560829,0.6348623853211008,-0.016245487364620947,-0.17599954710011834,2024,1
2024-02-01,DF,3.58,5.8,32664.6,67487.6,DISTRITO FEDERAL,CENTRO OESTE,100152.20000000001,0.3261496003083307,0.4840089142301696,0.6172413793103448,0.06422018348623837,-0.07061587486951793,2024,2
2024-03-01,DF,3.55,5.66,38779.0,78543.5,DISTRITO FEDERAL,CENTRO OESTE,117322.5,0.3305333589038761,0.49372640638627,0.6272084805653709,-0.024137931034482696,0.16382120567333835,2024,3
2024-04-01,DF,3.92,5.83,33997.5,82001.3,DISTRITO FEDERAL,CENTRO OESTE,115998.8,0.29308492846477724,0.4145970856559591,0.6723842195540308,0.030035335689045928,0.044024012171599125,2024,4
2024-05-01,DF,3.91,5.79,29894.4,85101.9,DISTRITO FEDERAL,CENTRO OESTE,114996.29999999999,0.25995966826758776,0.35127770355303467,0.6753022452504318,-0.006861063464837058,0.037811595669824616,2024,5
2024-06-01,DF,3.86,5.86,32024.3,75608.6,DISTRITO FEDERAL,CENTRO OESTE,107632.90000000001,0.29753263175107236,0.4235536698206288,0.6587030716723549,0.012089810017271274,-0.11155215100955429,2024,6
2024-07-01,DF,4.02,5.97,33523.3,77398.207,DISTRITO FEDERAL,CENTRO OESTE,110921.507,0.3022254286537957,0.43312760462267563,0.6733668341708542,0.018771331058020424,0.023669357718566264,2024,7
2024-08-01,DF,4.18,6.08,32304.594,84324.8,DISTRITO FEDERAL,CENTRO OESTE,116629.394,0.27698501117136903,0.3830971908620003,0.6875,0.018425460636515956,0.08949293877053255,2024,8
2024-09-01,DF,4.14,6.02,29949.8,78249.6,DISTRITO FEDERAL,CENTRO OESTE,108199.40000000001,0.2768019046316338,0.38274700445753074,0.6877076411960132,-0.009868421052631637,-0.07204523461662515,2024,9
2024-10-01,DF,4.1,6.11,34880.6,82389.9,DISTRITO FEDERAL,CENTRO OESTE,117270.5,0.2974371218678184,0.4233601448721263,0.6710310965630114,0.014950166112956964,0.05291145258250496,2024,10
2024-11-01,DF,4.17,6.13,33953.5,81547.1,DISTRITO FEDERAL,CENTRO OESTE,115500.6,0.29396816986232105,0.4163667377503308,0.6802610114192496,0.003273322422258529,-0.010229409187290983,2024,11
2024-12-01,DF,4.1,6.02,33438.4,83724.4,DISTRITO FEDERAL,CENTRO OESTE,117162.79999999999,0.2854011682889109,0.3993865587570649,0.6810631229235881,-0.01794453507340954,0.026699907170211867,2024,12
2025-01-01,DF,4.2,6.18,30260.7,73882.793,DISTRITO FEDERAL,CENTRO OESTE,104143.493,0.2905673617073704,0.4095770986892712,0.6796116504854369,0.02657807308970095,-0.11754765635824194,2025,1
2025-02-01,DF,4.75,6.54,27450.9,73014.2,DISTRITO FEDERAL,CENTRO OESTE,100465.1,0.27323816927470335,0.3759665927997568,0.7262996941896025,0.058252427184465994,-0.011756363893823174,2025,2
2025-03-01,DF,4.76,6.59,27727.7,81006.2,DISTRITO FEDERAL,CENTRO OESTE,108733.9,0.25500510880231464,0.3422910838923441,0.7223065250379362,0.007645259938837912,0.10945816019349652,2025,3
2025-04-01,DF,4.68,6.5,26320.4,83495.796,DISTRITO FEDERAL,CENTRO OESTE,109816.196,0.23967685058040075,0.3152302422507596,0.72,-0.01365705614567525,0.030733400653283338,2025,4
2025-05-01,DF,4.8,6.61,25538.2,84953.5,DISTRITO FEDERAL,CENTRO OESTE,110491.7,0.23113229319487347,0.30061386523215644,0.7261724659606656,0.01692307692307704,0.017458411918128247,2025,5
2025-06-01,DF,4.74,6.55,22547.4,80041.38,DISTRITO FEDERAL,CENTRO OESTE,102588.78,0.21978426880600394,0.28169679233416517,0.7236641221374046,-0.00907715582450841,-0.057821278699523804,2025,6
2025-07-01,DF,4.62,6.44,22975.4,82252.5,DISTRITO FEDERAL,CENTRO OESTE,105227.9,0.21833943279301404,0.2793276800097262,0.717391304347826,-0.016793893129770865,0.027624711118173995,2025,7
2025-08-01,DF,4.61,6.48,23648.5,85409.5,DISTRITO FEDERAL,CENTRO OESTE,109058.0,0.2168433310715399,0.2768837190242303,0.7114197530864198,0.006211180124223503,0.03838181210297553,2025,8
2025-09-01,DF,4.57,6.36,24019.0,86663.7,DISTRITO FEDERAL,CENTRO OESTE,110682.7,0.21700771665309937,0.2771517948114378,0.7185534591194969,-0.01851851851851849,0.014684549142659709,2025,9
2025-10-01,DF,4.5,6.31,25025.7,91643.5,DISTRITO FEDERAL,CENTRO OESTE,116669.2,0.21450134225656817,0.2730766502807073,0.7131537242472267,-0.007861635220125951,0.057461197710229284,2025,10
2025-11-01,DF,4.59,6.35,22692.0,86073.9,DISTRITO FEDERAL,CENTRO OESTE,108765.9,0.20863156559178936,0.26363392387239337,0.7228346456692913,0.006339144215530945,-0.06077463213430312,2025,11
2025-12-01,DF,4.76,6.36,23264.4,93585.0,DISTRITO FEDERAL,CENTRO OESTE,116849.4,0.19909729960102493,0.2485911203718545,0.7484276729559748,0.0015748031496063408,0.08726338646209841,2025,12
2021-01-01,ES,3.736,4.642,4469.3,86648.5,ESPIRITO SANTO,SUDESTE,91117.8,0.04904969171775438,0.05157965804370532,0.8048255062473072,0.05332425686407993,-0.13021166567660658,2021,1
2021-02-01,ES,3.939,4.975,4577.9,73425.9,ESPIRITO SANTO,SUDESTE,78003.79999999999,0.05868816647394102,0.062347209908220395,0.7917587939698493,0.07173632055148627,-0.1526004489402587,2021,2
2021-03-01,ES,4.757,5.619,7322.546,80842.6,ESPIRITO SANTO,SUDESTE,88165.14600000001,0.08305488429634086,0.09057781417223097,0.8465919202705108,0.12944723618090448,0.1010093168759254,2021,3
2021-04-01,ES,4.63,5.564,4734.4,78033.3,ESPIRITO SANTO,SUDESTE,82767.7,0.05720105790060615,0.06067153381953601,0.832135154565061,-0.009788218544224847,-0.03475024306491881,2021,4
2021-05-01,ES,4.821,5.598,3380.437,86272.85,ESPIRITO SANTO,SUDESTE,89653.28700000001,0.037705667166447555,0.03918309178379988,0.8612004287245445,0.006110711718188222,0.1055901775267738,2021,5
2021-06-01,ES,5.003,5.777,6743.012,91538.551,ESPIRITO SANTO,SUDESTE,98281.56300000001,0.06860912458219655,0.07366308431078399,0.8660204258265536,0.03197570560914609,0.061035435829464246,2021,6
2021-07-01,ES,5.073,5.895,6011.998,92475.63,ESPIRITO SANTO,SUDESTE,98487.628,0.061043179961649596,0.06501170092055604,0.8605597964376591,0.02042582655357439,0.01023698747427182,2021,7
2021-08-01,ES,5.213,6.138,4242.0,88571.1,ESPIRITO SANTO,SUDESTE,92813.1,0.04570475503996742,0.047893726057370856,0.8492994460736396,0.04122137404580162,-0.042222258988665384,2021,8
2021-09-01,ES,5.292,6.195,3245.0,86657.532,ESPIRITO SANTO,SUDESTE,89902.532,0.03609464525426269,0.03744625452753489,0.8542372881355932,0.009286412512218956,-0.02160488014713602,2021,9
2021-10-01,ES,5.436,6.37,3077.0,90638.1,ESPIRITO SANTO,SUDESTE,93715.1,0.03283355617184423,0.03394819617798696,0.853375196232339,0.02824858757062154,0.04593447226260716,2021,10
2021-11-01,ES,5.875,6.742,3206.814,83421.8,ESPIRITO SANTO,SUDESTE,86628.614,0.03701795344434346,0.03844095907784296,0.8714031444675171,0.05839874411302981,-0.07961662921001211,2021,11
2021-12-01,ES,5.899,6.744,2927.0,102105.598,ESPIRITO SANTO,SUDESTE,105032.598,0.027867538799716256,0.02866640083729787,0.8747034400948992,0.00029664787896765965,0.22396781177102376,2021,12
2022-01-01,ES,5.777,6.825,2957.0,87555.7,ESPIRITO SANTO,SUDESTE,90512.7,0.03266944859671626,0.03377278692306726,0.8464468864468865,0.012010676156583688,-0.14249853372388066,2022,1
2022-02-01,ES,5.61,6.768,2843.5,83451.1,ESPIRITO SANTO,SUDESTE,86294.6,0.03295107689241273,0.03407384683964621,0.8289007092198583,-0.008351648351648366,-0.04687987189868836,2022,2
2022-03-01,ES,5.601,7.095,5085.5,84644.1,ESPIRITO SANTO,SUDESTE,89729.6,0.056675834953014384,0.06008097433843587,0.7894291754756871,0.04831560283687941,0.014295797179425973,2022,3
2022-04-01,ES,5.988,7.439,5405.395,80229.038,ESPIRITO SANTO,SUDESTE,85634.433,0.06312174683284234,0.0673745458595677,0.8049469014652507,0.048484848484848575,-0.05216030414405737,2022,4
2022-05-01,ES,6.21,7.46,4002.957,84696.498,ESPIRITO SANTO,SUDESTE,88699.455,0.04512944301630714,0.047262367329520515,0.8324396782841823,0.0028229600752789352,0.05568382859084031,2022,5
2022-06-01,ES,5.94,7.36,3627.969,76797.685,ESPIRITO SANTO,SUDESTE,80425.654,0.04510959898442356,0.047240603671842456,0.8070652173913043,-0.013404825737265313,-0.09326020775971178,2022,6
2022-07-01,ES,5.15,6.03,3722.406,82196.9,ESPIRITO SANTO,SUDESTE,85919.306,0.043324442122472454,0.04528645240878914,0.8540630182421227,-0.1807065217391305,0.07030439784740894,2022,7
2022-08-01,ES,4.75,5.55,3142.5,83285.119,ESPIRITO SANTO,SUDESTE,86427.619,0.036359904812372536,0.037731830580682725,0.8558558558558559,-0.07960199004975133,0.013239173253492664,2022,8
2022-09-01,ES,4.32,5.12,3214.456,82782.08,ESPIRITO SANTO,SUDESTE,85996.53600000001,0.03737890093619585,0.03883033622735742,0.84375,-0.07747747747747746,-0.006039962553214373,2022,9
2022-10-01,ES,4.11,4.84,3466.973,85585.511,ESPIRITO SANTO,SUDESTE,89052.484,0.03893179442361203,0.040508877723473544,0.8491735537190084,-0.0546875,0.03386519159702184,2022,10
2022-11-01,ES,4.27,4.98,3046.923,80113.508,ESPIRITO SANTO,SUDESTE,83160.431,0.03663909582190597,0.03803257498098822,0.8574297188755019,0.02892561983471076,-0.06393609077125217,2022,11
2022-12-01,ES,4.29,5.02,3508.0,93704.7,ESPIRITO SANTO,SUDESTE,97212.7,0.03608582006260499,0.037436756107217674,0.854581673306773,0.008032128514056103,0.1696491932421682,2022,12
2023-01-01,ES,4.37,5.11,2913.0,83863.9,ESPIRITO SANTO,SUDESTE,86776.9,0.03356884147739779,0.03473485015602661,0.8551859099804305,0.017928286852589848,-0.10501927864877647,2023,1
2023-02-01,ES,4.35,5.18,3520.752,83504.0,ESPIRITO SANTO,SUDESTE,87024.752,0.04045690357152641,0.042162674841923736,0.8397683397683398,0.013698630136986134,-0.004291477024082946,2023,2
2023-03-01,ES,4.46,5.68,3920.868,86459.4,ESPIRITO SANTO,SUDESTE,90380.268,0.04338190278435554,0.045349239064809616,0.7852112676056339,0.09652509652509655,0.035392316535734825,2023,3
2023-04-01,ES,4.47,5.57,3539.7,79525.895,ESPIRITO SANTO,SUDESTE,83065.595,0.04261331060109784,0.044510030349234044,0.8025134649910233,-0.01936619718309851,-0.08019376724797989,2023,4
2023-05-01,ES,4.53,5.41,3495.0,88110.0,ESPIRITO SANTO,SUDESTE,91605.0,0.038152939250040936,0.03966632618318012,0.8373382624768947,-0.02872531418312385,0.10794100462497136,2023,5
2023-06-01,ES,4.39,5.53,3568.554,80182.8,ESPIRITO SANTO,SUDESTE,83751.354,0.04260891113473819,0.04450523054819737,0.7938517179023508,0.022181146025878062,-0.0899693564862104,2023,6
2023-07-01,ES,4.46,5.75,3983.458,81096.7,ESPIRITO SANTO,SUDESTE,85080.158,0.04682005879678785,0.04911985321227621,0.7756521739130434,0.039783001808318286,0.011397706241238703,2023,7
2023-08-01,ES,4.27,5.79,5693.357,83274.815,ESPIRITO SANTO,SUDESTE,88968.172,0.06399318848542825,0.06836829358311994,0.7374784110535405,0.006956521739130528,0.02685824454016017,2023,8
2023-09-01,ES,4.24,5.9,6918.4,80676.2,ESPIRITO SANTO,SUDESTE,87594.59999999999,0.07898203770552066,0.08575515455611445,0.7186440677966102,0.01899827288428324,-0.031205292980837074,2023,9
2023-10-01,ES,4.19,5.88,7823.6,81353.8,ESPIRITO SANTO,SUDESTE,89177.40000000001,0.08773074792492268,0.09616760372594765,0.7125850340136055,-0.003389830508474634,0.00839900739003574,2023,10
2023-11-01,ES,4.16,5.77,8067.0,81954.1,ESPIRITO SANTO,SUDESTE,90021.1,0.08961232422176578,0.09843314733491063,0.7209705372616985,-0.018707482993197355,0.00737888088817007,2023,11
2023-12-01,ES,4.09,5.69,12209.593,93130.2,ESPIRITO SANTO,SUDESTE,105339.793,0.11590674950348535,0.1311024028725376,0.7188049209138839,-0.013864818024263315,0.1363702365104369,2023,12
2024-01-01,ES,3.98,5.59,14921.1,85161.9,ESPIRITO SANTO,SUDESTE,100083.0,0.14908725757621175,0.17520863202911163,0.7119856887298748,-0.017574692442882345,-0.08556085995735008,2024,1
2024-02-01,ES,4.06,5.8,15758.4,72440.6,ESPIRITO SANTO,SUDESTE,88199.0,0.1786686923888026,0.21753547044060925,0.7,0.0375670840787119,-0.14937783210567157,2024,2
2024-03-01,ES,4.03,5.73,18434.095,82384.8,ESPIRITO SANTO,SUDESTE,100818.895,0.1828436524720887,0.22375602052805857,0.7033158813263525,-0.012068965517241237,0.1372738491950647,2024,3
2024-04-01,ES,4.13,5.86,13885.452,81450.828,ESPIRITO SANTO,SUDESTE,95336.28,0.14564709258636901,0.17047649902343534,0.704778156996587,0.022687609075043635,-0.011336702886940442,2024,4
2024-05-01,ES,4.17,5.98,12074.002,83151.625,ESPIRITO SANTO,SUDESTE,95225.62700000001,0.1267936203770021,0.1452046427234585,0.697324414715719,0.020477815699658786,0.020881273300254355,2024,5
2024-06-01,ES,4.17,5.95,10597.3,76231.5,ESPIRITO SANTO,SUDESTE,86828.8,0.12204821441733617,0.13901471176613342,0.7008403361344537,-0.0050167224080267525,-0.08322296768102844,2024,6
2024-07-01,ES,4.29,6.12,12686.378,83911.1,ESPIRITO SANTO,SUDESTE,96597.478,0.13133239358485116,0.15118831715946995,0.7009803921568627,0.02857142857142847,0.10074050753297525,2024,7
2024-08-01,ES,4.4,6.2,11942.015,83812.025,ESPIRITO SANTO,SUDESTE,95754.04,0.12471552114145784,0.14248569939695407,0.7096774193548387,0.013071895424836555,-0.001180713874564976,2024,8
2024-09-01,ES,4.38,6.13,11120.488,81287.9,ESPIRITO SANTO,SUDESTE,92408.38799999999,0.12034067729868851,0.13680373093658466,0.7145187601957586,-0.011290322580645218,-0.03011650177883185,2024,9
2024-10-01,ES,4.39,6.28,12521.995,85070.866,ESPIRITO SANTO,SUDESTE,97592.86099999999,0.12830851428774082,0.14719486927522288,0.699044585987261,0.024469820554649413,0.046537873410433805,2024,10
2024-11-01,ES,4.37,6.25,12868.136,81789.2,ESPIRITO SANTO,SUDESTE,94657.336,0.13594441322540496,0.15733294860446123,0.6992,-0.004777070063694322,-0.03857567407389506,2024,11
2024-12-01,ES,4.36,6.17,15696.422,93203.5,ESPIRITO SANTO,SUDESTE,108899.922,0.14413620975779945,0.16841022064622038,0.706645056726094,-0.012800000000000034,0.1395575454950042,2024,12
2025-01-01,ES,4.42,6.2,14442.725,86850.4,ESPIRITO SANTO,SUDESTE,101293.125,0.14258346753543244,0.16629428304302574,0.7129032258064516,0.004862236628849326,-0.06816374921542656,2025,1
2025-02-01,ES,4.58,6.48,14112.412,76738.465,ESPIRITO SANTO,SUDESTE,90850.877,0.15533600187480856,0.1839027142385504,0.70679012345679,0.04516129032258065,-0.11642934287003859,2025,2
2025-03-01,ES,4.59,6.37,14071.163,81138.9,ESPIRITO SANTO,SUDESTE,95210.063,0.147790711996483,0.17342067738162584,0.7205651491365777,-0.016975308641975384,0.05734327628263092,2025,3
2025-04-01,ES,4.58,6.32,13563.61,84692.9,ESPIRITO SANTO,SUDESTE,98256.51,0.13804286352120587,0.16015049667681708,0.7246835443037974,-0.007849293563579218,0.04380143186560326,2025,4
2025-05-01,ES,4.53,6.16,12784.323,83980.2,ESPIRITO SANTO,SUDESTE,96764.523,0.13211787340697168,0.1522302042624333,0.7353896103896104,-0.025316455696202556,-0.008415109176802327,2025,5
2025-06-01,ES,4.48,6.03,11802.446,81292.0,ESPIRITO SANTO,SUDESTE,93094.446,0.12677927102117348,0.14518582394331545,0.7429519071310117,-0.02110389610389607,-0.032009926149258905,2025,6
2025-07-01,ES,4.46,6.08,13029.0,87368.3,ESPIRITO SANTO,SUDESTE,100397.3,0.12977440628383433,0.14912731505591845,0.7335526315789473,0.008291873963515828,0.07474659253063032,2025,7
2025-08-01,ES,4.41,6.03,12312.636,85592.7,ESPIRITO SANTO,SUDESTE,97905.336,0.12576062248537712,0.1438514733148972,0.7313432835820896,-0.008223684210526327,-0.020323160688716646,2025,8
2025-09-01,ES,4.49,6.14,13534.825,86326.948,ESPIRITO SANTO,SUDESTE,99861.773,0.13553559678937405,0.15678563083221708,0.731270358306189,0.018242122719734466,0.008578395120144577,2025,9
2025-10-01,ES,4.51,6.27,14284.415,91152.4,ESPIRITO SANTO,SUDESTE,105436.815,0.13547843796305872,0.1567091486345944,0.7192982456140351,0.021172638436482094,0.05589740065871429,2025,10
2025-11-01,ES,4.49,6.23,13124.1,85521.5,ESPIRITO SANTO,SUDESTE,98645.6,0.13304293349120488,0.15345965634372644,0.7207062600321027,-0.006379585326953596,-0.061774566550085286,2025,11
2025-12-01,ES,4.54,6.27,16798.795,105099.3,ESPIRITO SANTO,SUDESTE,121898.095,0.13781015199622274,0.15983736333163015,0.7240829346092504,0.006420545746388395,0.2289225516390616,2025,12
2021-01-01,GO,3.295,4.82,139873.746,99146.08,GOIAS,CENTRO OESTE,239019.826,0.5851972547248027,1.4107844304081414,0.683609958506224,0.011330255979857373,-0.16410671428004142,2021,1
2021-02-01,GO,3.527,5.078,131012.377,86739.835,GOIAS,CENTRO OESTE,217752.212,0.6016580763827097,1.5104061127162622,0.694564789287121,0.05352697095435688,-0.12513096836506288,2021,2
2021-03-01,GO,4.149,5.758,119516.335,84714.379,GOIAS,CENTRO OESTE,204230.714,0.5852025518551534,1.4108152170955537,0.7205626953803403,0.1339109885781804,-0.023350932129395985,2021,3
2021-04-01,GO,3.972,5.694,129211.104,90316.65,GOIAS,CENTRO OESTE,219527.75400000002,0.5885866440377283,1.4306454457732878,0.6975763962065332,-0.011114970475859631,0.06613128805441626,2021,4
2021-05-01,GO,4.374,5.889,125247.716,101887.14,GOIAS,CENTRO OESTE,227134.856,0.5514244630071221,1.2292789453114494,0.7427407030056036,0.03424657534246589,0.1281102653829611,2021,5
2021-06-01,GO,4.42,5.946,117973.017,104944.956,GOIAS,CENTRO OESTE,222917.973,0.5292216478211024,1.1241418501333214,0.7433568785738311,0.009679062659194937,0.030011795404209174,2021,6
2021-07-01,GO,4.457,6.128,124505.459,114993.905,GOIAS,CENTRO OESTE,239499.364,0.5198571592031451,1.0827135490354902,0.7273172323759791,0.030608812647157757,0.09575447342128562,2021,7
2021-08-01,GO,4.596,6.277,122355.197,111317.976,GOIAS,CENTRO OESTE,233673.173,0.5236167910468695,1.0991503923858623,0.7321969093516011,0.02431462140992169,-0.031966294213593316,2021,8
2021-09-01,GO,4.77,6.411,118476.48,115608.001,GOIAS,CENTRO OESTE,234084.481,0.5061270165962005,1.0248121148639184,0.7440336920917173,0.021347777600764672,0.038538474684448154,2021,9
2021-10-01,GO,4.955,6.75,116504.728,121152.65,GOIAS,CENTRO OESTE,237657.378,0.49022138079803274,0.9616358205949272,0.7340740740740741,0.052877866167524656,0.04796077219603512,2021,10
2021-11-01,GO,5.33,7.193,107989.893,113454.762,GOIAS,CENTRO OESTE,221444.655,0.487660869484522,0.9518321760703178,0.7409981926873349,0.06562962962962948,-0.06353875049369528,2021,11
2021-12-01,GO,5.046,6.925,121344.229,134324.9,GOIAS,CENTRO OESTE,255669.12900000002,0.4746143168501192,0.9033636280391797,0.7286642599277979,-0.037258445711108035,0.18395118575983616,2021,12
2022-01-01,GO,5.03,7.006,95285.948,106686.357,GOIAS,CENTRO OESTE,201972.305,0.47177729639714716,0.8931408914824976,0.7179560376819869,0.011696750902527198,-0.20575889503733102,2022,1
2022-02-01,GO,4.709,6.799,107523.088,106939.44,GOIAS,CENTRO OESTE,214462.528,0.5013607225594208,1.005457743186237,0.6926018532137078,-0.0295461033399943,0.0023722152214833425,2022,2
2022-03-01,GO,4.836,7.219,124768.055,103826.92,GOIAS,CENTRO OESTE,228594.97499999998,0.5458040142833411,1.2016927305558134,0.6698988779609364,0.06177379026327401,-0.029105445100516714,2022,3
2022-04-01,GO,5.229,7.511,126589.0,104208.525,GOIAS,CENTRO OESTE,230797.525,0.5484850844912657,1.214766258326754,0.6961789375582479,0.04044881562543279,0.0036753955525214987,2022,4
2022-05-01,GO,5.15,7.57,129272.573,105411.601,GOIAS,CENTRO OESTE,234684.174,0.5508363465531341,1.2263600189508554,0.6803170409511229,0.007855145786180184,0.011544890401241181,2022,5
2022-06-01,GO,4.83,7.38,129369.57,97759.874,GOIAS,CENTRO OESTE,227129.44400000002,0.5695852009394256,1.3233401876111257,0.6544715447154472,-0.025099075297225992,-0.07258904074514527,2022,6
2022-07-01,GO,4.18,5.79,117001.667,122464.2,GOIAS,CENTRO OESTE,239465.867,0.48859433900030524,0.9553948582524526,0.7219343696027634,-0.21544715447154472,0.2527041513985584,2022,7
2022-08-01,GO,3.79,5.18,110597.308,137401.05,GOIAS,CENTRO OESTE,247998.358,0.4459598397824876,0.8049233102658241,0.7316602316602318,-0.10535405872193437,0.12196911423909995,2022,8
2022-09-01,GO,3.28,4.84,116559.434,131134.27,GOIAS,CENTRO OESTE,247693.70399999997,0.47057891305949384,0.8888556286621339,0.6776859504132231,-0.06563706563706562,-0.04560940400382674,2022,9
2022-10-01,GO,3.31,4.77,113375.687,132047.277,GOIAS,CENTRO OESTE,245422.964,0.46196038525555416,0.8585992045863998,0.6939203354297695,-0.01446280991735538,0.006962382907229392,2022,10
2022-11-01,GO,3.74,5.06,105348.127,132320.1,GOIAS,CENTRO OESTE,237668.227,0.4432570913233597,0.7961611803497729,0.7391304347826088,0.06079664570230614,0.0020661009162650235,2022,11
2022-12-01,GO,3.77,5.0,111593.335,154188.923,GOIAS,CENTRO OESTE,265782.25800000003,0.41986751049424825,0.7237441758381048,0.754,-0.011857707509881354,0.1652721166323181,2022,12
2023-01-01,GO,3.64,4.85,91746.102,133788.246,GOIAS,CENTRO OESTE,225534.348,0.40679436553052223,0.6857560715759738,0.7505154639175259,-0.030000000000000027,-0.13230961474450398,2023,1
2023-02-01,GO,3.64,4.92,91912.547,136179.55,GOIAS,CENTRO OESTE,228092.097,0.40296243582696334,0.6749364864254582,0.7398373983739838,0.014432989690721598,0.017873797373799016,2023,2
2023-03-01,GO,4.08,5.53,104270.75,141311.1,GOIAS,CENTRO OESTE,245581.85,0.42458654823229,0.7378808175720095,0.7377938517179023,0.12398373983739841,0.03768223642977242,2023,3
2023-04-01,GO,4.09,5.53,98031.834,138177.902,GOIAS,CENTRO OESTE,236209.736,0.4150202936596991,0.7094610106325105,0.7396021699819167,0.0,-0.02217234173394733,2023,4
2023-05-01,GO,4.01,5.43,101563.084,153740.45,GOIAS,CENTRO OESTE,255303.534,0.3978130753176335,0.6606139373209848,0.7384898710865562,-0.018083182640144746,0.11262689456668706,2023,5
2023-06-01,GO,3.75,5.34,98302.398,140604.45,GOIAS,CENTRO OESTE,238906.848,0.41146747706453357,0.6991414425361359,0.702247191011236,-0.016574585635359074,-0.08544270554691369,2023,6
2023-07-01,GO,3.73,5.54,102761.868,137377.021,GOIAS,CENTRO OESTE,240138.88900000002,0.4279268069737759,0.7480280708663787,0.6732851985559567,0.03745318352059934,-0.022953960560992193,2023,7
2023-08-01,GO,3.54,5.61,119268.498,135255.8,GOIAS,CENTRO OESTE,254524.298,0.46859376074185266,0.8817995087826179,0.6310160427807486,0.012635379061371799,-0.015440872021820984,2023,8
2023-09-01,GO,3.55,5.7,126720.818,127238.6,GOIAS,CENTRO OESTE,253959.418,0.49898058122026406,0.995930621682414,0.6228070175438596,0.016042780748663166,-0.05927435274494686,2023,9
2023-10-01,GO,3.68,5.72,138139.254,130016.4,GOIAS,CENTRO OESTE,268155.654,0.515145781710797,1.062475610769103,0.6433566433566434,0.0035087719298245723,0.02183142536934546,2023,10
